type,secteur,etage,surface habitable,surface totale,nbr chambre,nbr salleBain,salon,age de bien,prix
"appartements, à vendre",None,3,249000,None,1,2,1,None,None
"appartements, à vendre",oulfa,1,56,56,2,1,1,1-5 ans,440 000 DH
"appartements, à vendre",None,1,65,69,2,2,1,1-5 ans,800 000 DH
"appartements, à vendre",None,3,54,54,2,1,1,1-5 ans,360 000 DH
"appartements, à vendre",sidi bernoussi,1,None,95,4,2,1,11-20 ans,700 000 DH
"appartements, à vendre",al fida,2,75,75,2,2,1,6-10 ans,780 000 DH
"appartements, à vendre",None,2,74,74,2,1,1,neuf,660 000 DH
"appartements, à vendre",oulfa,1,100,100,3,1,1,None,750 000 DH
"appartements, à vendre",None,4,68,72,5,1,1,1-5 ans,590 000 DH
"appartements, à vendre",aïn chock,1,81,81,2,2,1,6-10 ans,1 100 000 DH
"appartements, à vendre",sidi moumen,4,56,60,2,1,1,1-5 ans,370 000 DH
"appartements, à vendre",oulfa,4,56,56,4,1,1,6-10 ans,450 000 DH
"appartements, à vendre",sidi bernoussi,1,50,52,2,1,1,1-5 ans,None
"appartements, à vendre",oulfa,1,114,114,2,3,2,None,1 400 000 DH
"appartements, à vendre",hay hassani,1,74,74,2,1,2,11-20 ans,700 000 DH
"appartements, à vendre",oulfa,1,105,112,3,2,2,1-5 ans,1 480 000 DH
"appartements, à vendre",oulfa,1,60,60,2,1,1,6-10 ans,480 000 DH
"appartements, à vendre",sidi bernoussi,rez de chaussée,86,None,3,1,1,11-20 ans,None
"appartements, à vendre",lissasfa,1,None,None,2,1,1,None,380 000 DH
"appartements, à vendre",aïn borja,2,72,None,2,2,1,11-20 ans,800 000 DH
"appartements, à vendre",aïn sebaâ,3,61,64,3,1,1,6-10 ans,630 000 DH
"appartements, à vendre",hay inara,1,92,100,3,1,1,11-20 ans,96 000 000 DH
"appartements, à vendre",aïn borja,4,51,51,1,1,1,neuf,580 000 DH
"appartements, à vendre",la gironde,2,66,69,2,2,1,1-5 ans,740 000 DH
"appartements, à vendre",aïn sebaâ,1,80,80,2,1,1,6-10 ans,800 000 DH
"appartements, à vendre",route d'el jadida,2,93,None,3,1,1,neuf,450 000 DH
"appartements, à vendre",hay hassani,1,72,72,2,2,2,11-20 ans,660 000 DH
"appartements, à vendre",hay mohammadi,6,200,None,5,1,2,1-5 ans,2 990 000 DH
"appartements, à vendre",oulfa,3,84,84,2,1,1,11-20 ans,960 000 DH
"appartements, à vendre",hay mohammadi,7+,56,60,2,1,1,11-20 ans,3 800 000 DH
"appartements, à vendre",autre secteur,2,2,None,3,1,1,1-5 ans,570 000 DH
"appartements, à vendre",None,2,50,50,7,3,1,21+ ans,32 000 DH
"appartements, à vendre",oulfa,3,65,65,2,1,1,6-10 ans,650 000 DH
"appartements, à vendre",belvédère,1,83,None,2,1,1,11-20 ans,890 000 DH
"appartements, à vendre",autre secteur,3,90,90,3,2,1,11-20 ans,None
"appartements, à vendre",la gironde,1,132,132,3,2,1,11-20 ans,1 400 000 DH
"appartements, à vendre",la gironde,4,93,93,5,2,2,6-10 ans,1 000 000 DH
"appartements, à vendre",la gironde,2,77,77,2,2,1,11-20 ans,1 100 000 DH
"appartements, à vendre",hay mohammadi,4,70,None,2,1,2,None,420 000 DH
"appartements, à vendre",sidi moumen,2,8,7600,2,1,2,None,None
"appartements, à vendre",sidi bernoussi,4,69,81,3,1,1,11-20 ans,None
"appartements, à vendre",lusitania,3,117,None,2,2,None,None,1 800 000 DH
"appartements, à vendre",val fleuri,2,130,None,3,2,2,None,2 000 000 DH
"appartements, à vendre",anfa,5,136,142,3,2,1,1-5 ans,4 250 000 DH
"appartements, à vendre",sidi bernoussi,4,56,56,3,1,1,neuf,270 000 DH
"appartements, à vendre",sidi moumen,4,55,55,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",None,1,84,None,2,2,1,6-10 ans,745 000 DH
"appartements, à vendre",sidi maarouf,2,65,65,2,2,1,None,None
"appartements, à vendre",sidi bernoussi,4,65,65,2,1,1,6-10 ans,None
"appartements, à vendre",aïn sebaâ,2,74,74,2,2,1,neuf,None
"appartements, à vendre",bourgogne,1,48,None,1,1,1,6-10 ans,5 000 000 DH
"appartements, à vendre",oulfa,1,60,60,3,1,1,None,560 000 DH
"appartements, à vendre",gauthier,1,152,None,3,2,1,1-5 ans,2 495 000 DH
"appartements, à vendre",ben m'sick,3,52,None,1,1,2,11-20 ans,485 000 DH
"appartements, à vendre",maarif,3,162,None,3,3,2,11-20 ans,2 100 000 DH
"appartements, à vendre",quartier des hôpitaux,5,209,209,4,2,2,6-10 ans,2 790 000 DH
"appartements, à vendre",maarif,3,151,None,2,2,1,None,None
"appartements, à vendre",hay mohammadi,2,64,64,2,1,1,None,400 000 DH
"appartements, à vendre",autre secteur,4,60,None,2,1,1,None,30 DH
"appartements, à vendre",maarif,5,113,113,3,2,2,11-20 ans,1 080 000 DH
"appartements, à vendre",ben m'sick,2,58,58,2,1,1,neuf,None
"appartements, à vendre",sidi othmane,4,10,2,2,1,1,None,600 000 DH
"appartements, à vendre",palmier,1,169,189,3,2,2,11-20 ans,2 970 000 DH
"appartements, à vendre",oulfa,2,69,69,3,1,1,11-20 ans,590 000 DH
"appartements, à vendre",aïn sebaâ,4,65,None,2,1,1,6-10 ans,680 000 DH
"appartements, à vendre",ben m'sick,3,None,84,2,1,1,None,880 000 DH
"appartements, à vendre",oulfa,1,90,90,2,1,1,None,650 000 DH
"appartements, à vendre",centre ville,2,120,120,2,2,2,1-5 ans,1 300 000 DH
"appartements, à vendre",al fida,7+,65,87,2,2,1,1-5 ans,720 000 DH
"appartements, à vendre",al qods,1,100,130,3,2,2,None,None
"appartements, à vendre",val fleuri,1,269,None,3,2,3,11-20 ans,3 950 000 DH
"appartements, à vendre",autre secteur,rez de chaussée,None,65,2,1,1,6-10 ans,None
"appartements, à vendre",oulfa,1,47,47,2,1,1,11-20 ans,370 000 DH
"appartements, à vendre",belvédère,2,71,71,3,1,1,21+ ans,840 000 DH
"appartements, à vendre",hay hassani,2,83,None,2,2,1,1-5 ans,None
"appartements, à vendre",sidi moumen,7+,None,89,3,2,2,11-20 ans,None
"appartements, à vendre",maarif,3,75,75,2,1,1,11-20 ans,1 000 000 DH
"appartements, à vendre",autre secteur,3,150,150,3,3,2,neuf,9 500 DH
"appartements, à vendre",al madina aljadida,2,66,66,2,1,1,1-5 ans,540 000 DH
"appartements, à vendre",maarif,3,176,176,2,2,4,neuf,210 DH
"appartements, à vendre",aïn sebaâ,1,None,None,2,1,1,11-20 ans,None
"appartements, à vendre",beauséjour,1,140,176,2,2,3,21+ ans,None
"appartements, à vendre",la gironde,3,86,97,2,2,1,neuf,8 500 DH
"appartements, à vendre",mers sultan,3,127,127,3,2,2,None,110 DH
"appartements, à vendre",bourgogne,rez de chaussée,125,155,2,3,2,11-20 ans,1 320 000 DH
"appartements, à vendre",maarif,5,132,142,3,2,1,11-20 ans,1 720 000 DH
"appartements, à vendre",route d'el jadida,2,93,None,3,1,1,neuf,450 000 DH
"appartements, à vendre",maarif,3,110,110,3,2,1,21+ ans,1 100 000 DH
"appartements, à vendre",californie,2,152,152,4,2,1,1-5 ans,2 550 000 DH
"appartements, à vendre",autre secteur,1,80,None,3,2,2,neuf,None
"appartements, à vendre",beauséjour,4,105,117,2,2,2,6-10 ans,1 400 000 DH
"appartements, à vendre",None,2,51,None,2,1,1,6-10 ans,250 000 DH
"appartements, à vendre",belvédère,2,91,91,2,1,2,6-10 ans,None
"appartements, à vendre",aïn chock,2,50,None,2,2,1,neuf,None
"appartements, à vendre",val fleuri,2,200,217,3,3,3,6-10 ans,None
"appartements, à vendre",aïn diab,2,100,None,2,1,2,None,None
"appartements, à vendre",la gironde,2,86,102,2,2,2,6-10 ans,890 000 DH
"appartements, à vendre",2 mars,3,152,152,3,2,3,11-20 ans,2 000 000 DH
"appartements, à vendre",casablanca finance city,4,125,125,2,2,1,neuf,2 400 000 DH
"appartements, à vendre",gauthier,1,152,152,3,2,1,11-20 ans,2 800 000 DH
"appartements, à vendre",sidi moumen,3,67,72,2,1,1,6-10 ans,560 000 DH
"appartements, à vendre",derb ghallef,5,10,None,2,2,1,None,1 125 DH
"appartements, à vendre",sidi bernoussi,2,78,92,2,1,1,11-20 ans,637 000 DH
"appartements, à vendre",autre secteur,3,91,91,2,1,1,1-5 ans,700 000 DH
"appartements, à vendre",lissasfa,2,56,56,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",quartier des hôpitaux,2,174,174,3,2,2,11-20 ans,2 450 000 DH
"appartements, à vendre",oulfa,1,55,55,2,1,1,6-10 ans,270 000 DH
"appartements, à vendre",bourgogne,3,145,145,3,3,1,None,2 000 000 DH
"appartements, à vendre",oulfa,1,52,52,2,1,1,6-10 ans,290 000 DH
"appartements, à vendre",oulfa,2,56,56,2,1,1,6-10 ans,330 000 DH
"appartements, à vendre",sidi moumen,4,95,95,3,2,1,6-10 ans,760 000 DH
"appartements, à vendre",hay inara,1,105,None,3,1,1,neuf,None
"appartements, à vendre",2 mars,3,116,124,3,2,2,11-20 ans,1 650 000 DH
"appartements, à vendre",autre secteur,2,81,84,2,1,1,6-10 ans,None
"appartements, à vendre",centre ville,1,89,89,3,2,1,11-20 ans,1 050 000 DH
"appartements, à vendre",sbata,3,69,None,2,1,1,21+ ans,400 000 DH
"appartements, à vendre",autre secteur,2,130,140,3,3,1,6-10 ans,2 400 000 DH
"appartements, à vendre",sidi moumen,2,85,112,3,1,1,6-10 ans,750 000 DH
"appartements, à vendre",oulfa,1,50,50,2,1,1,None,350 000 DH
"appartements, à vendre",belvédère,1,135,269,3,1,1,21+ ans,950 000 DH
"appartements, à vendre",val fleuri,4,134,134,3,2,1,11-20 ans,1 809 000 DH
"appartements, à vendre",2 mars,2,None,146,2,2,2,None,None
"appartements, à vendre",sidi maarouf,rez de chaussée,64,76,2,1,1,6-10 ans,None
"appartements, à vendre",californie,1,96,118,3,2,1,neuf,None
"appartements, à vendre",oulfa,2,50,51,2,3,1,6-10 ans,350 000 DH
"appartements, à vendre",ben m'sick,2,69,69,2,1,1,6-10 ans,660 000 DH
"appartements, à vendre",sidi bernoussi,3,68,70,3,1,1,21+ ans,None
"appartements, à vendre",racine,1,None,122,2,2,2,None,1 850 000 DH
"appartements, à vendre",bournazil,2,93,100,3,2,1,1-5 ans,780 000 DH
"appartements, à vendre",maarif,4,126,130,3,2,3,11-20 ans,2 400 000 DH
"appartements, à vendre",2 mars,1,177,197,3,2,1,21+ ans,None
"appartements, à vendre",maarif,6,47,47,1,1,1,11-20 ans,1 150 000 DH
"appartements, à vendre",al fida,rez de chaussée,96,96,3,1,2,21+ ans,900 000 DH
"appartements, à vendre",sidi bernoussi,1,102,116,3,1,1,21+ ans,650 000 DH
"appartements, à vendre",None,3,54,54,2,1,1,1-5 ans,350 000 DH
"appartements, à vendre",aïn sebaâ,4,None,200,3,1,2,None,1 200 000 DH
"appartements, à vendre",hay hassani,3,48,48,2,1,1,1-5 ans,32 000 DH
"appartements, à vendre",belvédère,4,113,None,2,1,1,neuf,None
"appartements, à vendre",al qods,1,48,None,2,None,1,6-10 ans,350 000 DH
"appartements, à vendre",quartier des hôpitaux,7+,82,82,2,1,1,None,1 200 000 DH
"appartements, à vendre",hay hassani,1,46,46,2,1,1,1-5 ans,380 000 DH
"appartements, à vendre",californie,rez de chaussée,198,None,3,2,2,1-5 ans,2 300 000 DH
"appartements, à louer",riviera,1,50,None,1,1,1,None,7 000 DH
"appartements, à vendre",oulfa,1,47,53,3,1,1,1-5 ans,None
"appartements, à vendre",oulfa,1,48,53,3,1,1,1-5 ans,320 000 DH
"appartements, à vendre",belvédère,1,83,98,2,2,1,None,None
"appartements, à vendre",oulfa,1,127,143,2,2,2,11-20 ans,1 397 000 DH
"appartements, à vendre",ben m'sick,1,12,1,1,0,0,11-20 ans,50 DH
"appartements, à vendre",sidi bernoussi,3,67,67,2,2,1,1-5 ans,600 000 DH
"appartements, à vendre",ben m'sick,2,69,69,2,1,1,6-10 ans,670 000 DH
"appartements, à vendre",oulfa,rez de chaussée,85,85,2,2,1,1-5 ans,650 000 DH
"appartements, à vendre",bourgogne,4,None,146,3,2,2,21+ ans,1 700 000 DH
"appartements, à vendre",None,4,64,None,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",aïn sebaâ,4,62,62,2,1,1,1-5 ans,660 000 DH
"appartements, à vendre",hay mohammadi,7+,64,66,2,1,1,None,360 000 DH
"appartements, à vendre",oulfa,1,62,62,2,2,1,neuf,None
"appartements, à vendre",californie,1,86,86,3,1,1,6-10 ans,None
"appartements, à vendre",aïn sebaâ,1,88,88,2,1,1,11-20 ans,390 000 DH
"appartements, à vendre",bourgogne,2,122,122,3,2,2,11-20 ans,1 600 000 DH
"appartements, à vendre",al fida,1,82,82,2,1,1,neuf,None
"appartements, à vendre",None,1,57,56,2,2,1,neuf,250 000 DH
"appartements, à vendre",autre secteur,2,48,50,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",hay hana,4,68,68,2,1,1,11-20 ans,580 000 DH
"appartements, à vendre",maarif,rez de chaussée,None,133,3,2,1,None,1 500 000 DH
"appartements, à vendre",hay inara,4,68,68,2,1,1,11-20 ans,580 000 DH
"appartements, à vendre",aïn sebaâ,3,58,58,2,1,1,6-10 ans,510 000 DH
"appartements, à vendre",None,1,58,None,2,1,1,neuf,None
"appartements, à vendre",la gironde,rez de chaussée,140,140,2,1,1,None,1 400 000 DH
"appartements, à vendre",autre secteur,1,63,64,2,1,1,neuf,340 000 DH
"appartements, à vendre",sidi moumen,4,69,70,2,1,1,1-5 ans,None
"appartements, à vendre",anfa,4,130,137,3,3,2,6-10 ans,2 900 000 DH
"appartements, à vendre",centre ville,4,85,85,2,1,1,21+ ans,1 200 000 DH
"appartements, à vendre",sidi bernoussi,2,58,None,2,1,1,11-20 ans,380 000 DH
"appartements, à vendre",2 mars,1,140,140,3,1,1,neuf,None
"appartements, à vendre",aïn chock,2,167,167,3,3,2,6-10 ans,None
"appartements, à vendre",sbata,rez de chaussée,None,84,None,1,1,None,340 000 DH
"appartements, à vendre",hay hassani,5,121,164,2,2,2,11-20 ans,1 650 000 DH
"appartements, à vendre",sidi bernoussi,1,66,66,2,1,1,21+ ans,420 000 DH
"appartements, à vendre",hay mansour,2,163,163,3,3,2,11-20 ans,2 400 000 DH
"appartements, à vendre",bourgogne,2,100,100,3,1,1,None,1 300 000 DH
"appartements, à vendre",sidi moumen,3,57,60,3,1,1,11-20 ans,360 000 DH
"appartements, à vendre",None,rez de chaussée,54,55,1,2,2,6-10 ans,390 000 DH
"appartements, à vendre",2 mars,3,120,120,3,2,2,11-20 ans,1 700 000 DH
"appartements, à vendre",sidi moumen,1,73,None,3,1,1,21+ ans,None
"appartements, à vendre",hay hassani,1,74,74,2,1,1,11-20 ans,None
"appartements, à vendre",maarif,3,149,None,3,2,1,11-20 ans,2 500 000 DH
"appartements, à vendre",sidi maarouf,2,280,280,5,3,5,11-20 ans,1 950 000 DH
"appartements, à vendre",route d'azemmour,3,55,57,2,1,1,6-10 ans,330 000 DH
"appartements, à vendre",roches noires,1,100,122,2,1,1,11-20 ans,870 000 DH
"appartements, à vendre",oulfa,2,58,58,3,1,1,11-20 ans,490 000 DH
"appartements, à vendre",oulfa,1,60,None,2,1,1,11-20 ans,420 000 DH
"appartements, à vendre",mers sultan,1,53,62,2,1,1,None,640 000 DH
"appartements, à vendre",oulfa,2,55,None,2,1,1,6-10 ans,370 000 DH
"appartements, à vendre",sidi maarouf,4,None,58,1,1,1,None,450 000 DH
"appartements, à vendre",sidi bernoussi,4,63,63,2,1,1,6-10 ans,400 000 DH
"appartements, à vendre",quartier des hôpitaux,3,103,103,2,None,1,11-20 ans,13 000 DH
"appartements, à vendre",sidi bernoussi,1,55,None,2,1,1,None,None
"appartements, à vendre",aïn borja,4,None,98,2,1,1,21+ ans,11 000 DH
"appartements, à vendre",lissasfa,1,None,52,2,1,1,11-20 ans,None
"appartements, à vendre",route d'azemmour,1,50,50,2,1,1,6-10 ans,None
"appartements, à vendre",al qods,3,57,57,3,1,1,1-5 ans,520 000 DH
"appartements, à vendre",belvédère,3,96,None,2,2,1,11-20 ans,1 050 000 DH
"appartements, à vendre",sidi othmane,4,66,66,2,1,1,21+ ans,None
"appartements, à vendre",aïn sebaâ,3,56,56,2,1,1,6-10 ans,500 000 DH
"appartements, à vendre",sidi bernoussi,4,65,65,2,1,1,6-10 ans,3 500 000 DH
"appartements, à vendre",maarif,4,84,84,3,2,2,21+ ans,950 000 DH
"appartements, à vendre",oulfa,1,56,56,2,1,1,6-10 ans,290 000 DH
"appartements, à vendre",roches noires,5,79,79,2,2,1,11-20 ans,800 000 DH
"appartements, à vendre",mers sultan,7+,139,150,2,1,2,21+ ans,None
"appartements, à vendre",hay hassani,3,54,54,2,1,1,1-5 ans,None
"appartements, à vendre",belvédère,2,None,86,2,1,1,None,None
"appartements, à vendre",oulfa,3,76,76,2,1,1,6-10 ans,12 000 DH
"appartements, à vendre",c.i.l,4,88,88,2,None,1,11-20 ans,1 050 000 DH
"appartements, à vendre",derb ghallef,1,97,None,2,1,None,None,1 280 000 DH
"appartements, à vendre",belvédère,rez de chaussée,49,16,1,1,1,11-20 ans,670 000 DH
"appartements, à vendre",anfa,1,140,None,3,1,1,None,None
"appartements, à vendre",None,1,91,91,3,2,1,6-10 ans,750 000 DH
"appartements, à vendre",oulfa,4,57,57,2,2,1,11-20 ans,360 000 DH
"appartements, à vendre",sidi moumen,3,105,117,3,1,1,11-20 ans,670 000 DH
"appartements, à vendre",belvédère,6,78,None,2,2,1,1-5 ans,1 245 000 DH
"appartements, à vendre",c.i.l,5,131,131,3,2,1,1-5 ans,2 980 000 DH
"appartements, à vendre",None,1,60,60,2,1,1,neuf,300 000 DH
"appartements, à vendre",route d'el jadida,5,154,164,3,2,1,11-20 ans,2 150 000 DH
"appartements, à vendre",sidi maarouf,1,51,51,1,1,1,11-20 ans,410 000 DH
"appartements, à vendre",sidi moumen,3,66,66,2,1,1,6-10 ans,560 000 DH
"appartements, à vendre",laimoune,3,75,75,3,1,1,6-10 ans,790 000 DH
"appartements, à vendre",oulfa,1,47,None,2,1,1,11-20 ans,300 000 DH
"appartements, à vendre",maarif,4,128,128,3,2,2,11-20 ans,1 700 000 DH
"appartements, à vendre",centre ville,3,112,112,3,2,1,21+ ans,1 500 000 DH
"appartements, à vendre",autre secteur,1,68,65,2,1,1,neuf,550 000 DH
"appartements, à vendre",lissasfa,2,51,54,2,1,1,6-10 ans,400 000 DH
"appartements, à vendre",sidi bernoussi,1,50,50,2,1,1,21+ ans,None
"appartements, à vendre",hay hassani,4,84,84,2,2,1,6-10 ans,900 000 DH
"appartements, à vendre",palmier,3,86,86,2,2,2,21+ ans,1 160 000 DH
"appartements, à vendre",aïn chock,2,81,91,2,1,1,11-20 ans,870 000 DH
"appartements, à vendre",al madina aljadida,2,67,None,2,2,1,6-10 ans,540 000 DH
"appartements, à vendre",roches noires,4,83,83,2,1,1,21+ ans,680 000 DH
"appartements, à vendre",al fida,1,134,134,4,1,1,11-20 ans,1 140 000 DH
"appartements, à vendre",aïn borja,3,127,137,3,2,1,11-20 ans,None
"appartements, à vendre",hay sadri,3,111,111,2,1,1,neuf,650 000 DH
"appartements, à vendre",oulfa,4,50,50,3,1,1,None,None
"appartements, à vendre",oulfa,4,4,1,3,1,1,1-5 ans,275 000 DH
"appartements, à vendre",oulfa,4,56,55,2,1,1,11-20 ans,450 000 DH
"appartements, à vendre",sidi bernoussi,2,57,57,1,2,1,6-10 ans,520 000 DH
"appartements, à vendre",oulfa,4,50,50,3,1,1,6-10 ans,None
"appartements, à vendre",2 mars,5,108,120,2,2,2,21+ ans,1 200 000 DH
"appartements, à vendre",roches noires,2,99,99,2,2,1,neuf,1 287 500 DH
"appartements, à vendre",bourgogne,7+,64,64,2,2,1,6-10 ans,None
"appartements, à vendre",sidi moumen,1,100,103,3,2,1,None,1 400 000 DH
"appartements, à vendre",aïn sebaâ,3,77,None,4,1,2,21+ ans,690 000 DH
"appartements, à louer",val fleuri,3,100,None,2,1,1,None,6 000 DH
"appartements, à vendre",ben m'sick,4,40,None,1,1,1,None,170 000 DH
"appartements, à vendre",sidi bernoussi,rez de chaussée,77,None,1,None,1,None,380 000 DH
"appartements, à vendre",aïn sebaâ,1,1,12,1,2,3,1-5 ans,None
"appartements, à vendre",la gironde,1,45,58,1,1,1,neuf,690 000 DH
"appartements, à vendre",ben m'sick,2,60,65,2,1,1,1-5 ans,420 000 DH
"appartements, à vendre",aïn borja,4,180,180,3,3,3,11-20 ans,1 250 000 DH
"appartements, à vendre",oulfa,rez de chaussée,57,60,2,2,1,None,420 000 DH
"appartements, à vendre",oulfa,1,65,65,2,1,1,6-10 ans,None
"appartements, à vendre",sidi moumen,3,55,55,2,1,1,11-20 ans,340 000 DH
"appartements, à vendre",maarif,rez de chaussée,70,70,2,1,2,6-10 ans,1 290 000 DH
"appartements, à vendre",sidi bernoussi,1,77,77,3,1,1,None,66 000 DH
"appartements, à vendre",bournazil,3,None,84,2,1,1,1-5 ans,880 000 DH
"appartements, à vendre",aïn chock,4,105,105,3,2,2,11-20 ans,1 100 000 DH
"appartements, à vendre",oulfa,1,50,None,2,1,1,None,350 000 DH
"appartements, à vendre",oulfa,3,4,46,2,1,1,1-5 ans,390 000 DH
"appartements, à vendre",hay mohammadi,4,None,None,2,1,1,None,280 000 DH
"appartements, à vendre",californie,6,113,113,3,1,2,11-20 ans,None
"appartements, à vendre",hay hassani,1,56,56,2,1,1,11-20 ans,460 000 DH
"appartements, à vendre",ben ejdia,2,84,84,2,2,1,6-10 ans,1 050 000 DH
"appartements, à vendre",hay inara,3,92,92,3,1,2,21+ ans,1 000 000 DH
"appartements, à vendre",hay hassani,rez de chaussée,None,52,2,1,1,None,None
"appartements, à vendre",autre secteur,1,51,51,2,1,1,1-5 ans,300 000 DH
"appartements, à vendre",gauthier,7+,210,210,4,3,3,6-10 ans,None
"appartements, à vendre",aïn borja,None,None,None,None,None,None,None,None
"appartements, à vendre",centre ville,2,160,160,4,2,2,21+ ans,400 000 DH
"appartements, à vendre",autre secteur,1,54,54,2,1,1,1-5 ans,350 000 DH
"appartements, à vendre",aïn sebaâ,3,109,125,3,2,1,6-10 ans,1 200 000 DH
"appartements, à vendre",ben ejdia,2,107,107,2,2,1,None,890 000 DH
"appartements, à vendre",hay hassani,4,56,None,2,1,1,11-20 ans,390 000 DH
"appartements, à vendre",sidi bernoussi,2,88,88,2,1,1,11-20 ans,680 000 DH
"appartements, à vendre",autre secteur,1,51,51,2,1,1,1-5 ans,300 000 DH
"appartements, à vendre",maarif,2,None,2,3,4,None,None,None
"appartements, à vendre",racine,3,115,115,3,2,1,11-20 ans,2 300 000 DH
"appartements, à vendre",aïn sebaâ,rez de chaussée,65,65,2,1,1,21+ ans,50 000 DH
"appartements, à vendre",maarif,2,98,98,3,2,1,1-5 ans,1 000 000 DH
"appartements, à vendre",autre secteur,3,None,90,3,1,1,None,450 000 DH
"appartements, à vendre",autre secteur,4,64,6632,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",oulfa,2,95,97,3,2,2,6-10 ans,None
"appartements, à vendre",aïn sebaâ,3,67,67,2,2,1,11-20 ans,550 000 DH
"appartements, à vendre",ben m'sick,5,90,100,3,2,1,neuf,None
"appartements, à vendre",aïn sebaâ,1,56,None,2,1,1,11-20 ans,420 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn chock,1,90,90,3,2,1,6-10 ans,None
"appartements, à vendre",aïn sebaâ,2,67,67,2,2,1,1-5 ans,750 000 DH
"appartements, à vendre",derb ghallef,5,64,84,2,1,1,neuf,980 000 DH
"appartements, à vendre",oulfa,4,118,118,3,1,1,11-20 ans,1 180 000 DH
"appartements, à vendre",bourgogne,5,90,90,2,2,1,neuf,1 500 000 DH
"appartements, à vendre",aïn chock,4,56,None,2,1,1,11-20 ans,560 000 DH
"appartements, à vendre",maarif,3,50,50,2,1,1,11-20 ans,830 000 DH
"appartements, à vendre",autre secteur,1,55,64,2,1,1,neuf,680 000 DH
"appartements, à vendre",anfa,5,93,93,2,2,2,1-5 ans,1 850 000 DH
"appartements, à vendre",racine,1,157,None,4,2,1,None,None
"appartements, à vendre",oulfa,2,60,60,2,1,1,6-10 ans,None
"appartements, à vendre",aïn sebaâ,rez de chaussée,65,65,2,1,1,21+ ans,50 000 DH
"appartements, à vendre",californie,rez de chaussée,750,1000,9,7+,5,11-20 ans,16 700 000 DH
"appartements, à vendre",hay albaraka,2,77,None,2,1,2,11-20 ans,480 000 DH
"appartements, à vendre",hay hassani,4,88,88,2,1,2,11-20 ans,1 050 000 DH
"appartements, à vendre",centre ville,7+,60,60,1,1,1,21+ ans,None
"appartements, à vendre",maarif,5,132,148,3,2,2,None,None
"appartements, à vendre",autre secteur,rez de chaussée,None,68,2,2,1,1-5 ans,350 000 DH
"appartements, à vendre",sidi moumen,4,100,99,3,1,1,11-20 ans,750 000 DH
"appartements, à vendre",None,4,51,51,2,1,1,None,None
"appartements, à vendre",bourgogne,4,67,83,2,2,1,6-10 ans,1 250 000 DH
"appartements, à vendre",hay mohammadi,6,73,73,3,2,1,11-20 ans,None
"appartements, à vendre",autre secteur,1,72,72,2,2,1,6-10 ans,520 000 DH
"appartements, à vendre",ferme bretone,2,105,105,None,None,None,1-5 ans,None
"appartements, à vendre",anfa,6,140,140,3,2,2,6-10 ans,1 800 000 DH
"appartements, à vendre",maarif,5,130,5,3,2,1,11-20 ans,1 600 000 DH
"appartements, à vendre",al madina aljadida,1,70,None,2,1,1,neuf,310 000 DH
"appartements, à vendre",aïn chock,3,52,52,2,1,1,None,600 000 DH
"appartements, à vendre",belvédère,8,182,182,3,2,2,neuf,1 700 000 DH
"appartements, à vendre",gauthier,4,237,None,4,2,2,21+ ans,4 200 000 DH
"appartements, à vendre",oulfa,2,54,54,2,1,1,1-5 ans,36 DH
"appartements, à vendre",belvédère,4,75,82,2,2,2,1-5 ans,1 250 000 DH
"appartements, à vendre",None,2,None,None,2,None,None,None,250 000 DH
"appartements, à vendre",None,3,70,None,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",maarif,1,120,None,3,2,4,None,None
"appartements, à vendre",hay laymouna,1,104,104,1,None,None,neuf,2 000 000 DH
"appartements, à vendre",aïn sebaâ,3,90,95,2,2,1,6-10 ans,110 000 DH
"appartements, à vendre",val fleuri,1,129,129,2,3,2,11-20 ans,2 350 000 DH
"appartements, à vendre",lissasfa,3,78,77,2,1,2,11-20 ans,600 000 DH
"appartements, à vendre",oulfa,rez de chaussée,180,None,4,1,3,None,1 250 000 DH
"appartements, à vendre",sidi moumen,1,65,65,2,1,2,None,380 000 DH
"appartements, à vendre",sidi moumen,5,100,100,2,2,1,None,590 000 DH
None,None,None,None,None,None,None,None,None,None
"appartements, à vendre",aïn chock,1,78,78,2,2,0,None,750 000 DH
"appartements, à vendre",route d'azemmour,4,52,52,1,1,1,neuf,450 000 DH
"appartements, à vendre",roches noires,5,104,104,2,2,2,21+ ans,750 000 DH
"appartements, à vendre",val fleuri,5,154,154,3,3,2,11-20 ans,2 300 000 DH
"appartements, à vendre",al qods,2,86,86,2,1,2,6-10 ans,850 000 DH
"appartements, à vendre",aïn sebaâ,3,120,120,7,5,5,None,None
"appartements, à vendre",quartier des hôpitaux,None,57,57,None,None,None,None,1 040 000 DH
"appartements, à vendre",oulfa,4,55,55,2,1,1,11-20 ans,None
"appartements, à vendre",aïn borja,1,75,75,2,1,1,11-20 ans,800 000 DH
"appartements, à vendre",oulfa,2,58,None,2,1,1,11-20 ans,500 000 DH
